ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Hidden_Customer_Category,Segmentation
464035.0,Male,Yes,62.0,Yes,Doctor,1.0,High,4.0,Cat_6,B
464716.0,Male,Yes,43.0,Yes,Doctor,0.0,High,6.0,Cat_4,B
460834.0,Male,Yes,25.0,No,Engineer,,Low,2.0,Cat_1,C
463457.0,Female,Yes,42.0,Yes,Engineer,2.0,Average,2.0,Cat_6,C
460937.0,Male,Yes,43.0,No,Entertainment,1.0,High,9.0,Cat_4,B
458994.0,Male,Yes,38.0,Yes,Executive,8.0,Average,4.0,Cat_6,B
463540.0,Male,Yes,56.0,Yes,Doctor,8.0,High,3.0,Cat_6,A
463521.0,Male,Yes,45.0,Yes,Artist,1.0,High,4.0,Cat_6,C
464151.0,Male,No,40.0,Yes,Engineer,12.0,Low,1.0,Cat_2,B
465427.0,Male,No,33.0,Yes,Athlete,7.0,Low,1.0,Cat_6,C
465834.0,Male,No,48.0,Yes,Artist,0.0,High,3.0,Cat_2,C
465884.0,Male,Yes,37.0,Yes,Homemaker,6.0,High,3.0,Cat_6,B
459447.0,Male,Yes,53.0,Yes,Engineer,9.0,Low,1.0,Cat_6,B
460265.0,Male,Yes,52.0,Yes,Executive,1.0,High,4.0,Cat_6,B
463990.0,Male,Yes,55.0,Yes,Engineer,1.0,Average,2.0,Cat_4,B
465270.0,Female,Yes,43.0,Yes,Doctor,0.0,High,4.0,Cat_6,B
,Male,Yes,28.0,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
464315.0,Male,Yes,71.0,No,Lawyer,1.0,Average,2.0,Cat_6,B
463011.0,Female,Yes,81.0,Yes,Engineer,0.0,High,2.0,Cat_6,B
467896.0,Female,No,22.0,No,Lawyer,4.0,Low,3.0,Cat_6,C
466094.0,Male,No,31.0,No,Teacher,0.0,Low,3.0,Cat_6,D
462385.0,Male,No,23.0,No,Teacher,4.0,Low,3.0,Cat_6,D
464954.0,Male,No,23.0,No,Doctor,1.0,Low,4.0,Cat_4,C
467355.0,Male,No,31.0,No,Executive,0.0,Low,4.0,Cat_6,C
466484.0,Female,Yes,52.0,No,Engineer,1.0,Low,1.0,Cat_3,C
465229.0,Male,Yes,43.0,Yes,Lawyer,0.0,High,3.0,Cat_6,B
467682.0,Male,Yes,35.0,Yes,Engineer,9.0,Average,4.0,Cat_6,B
459066.0,Male,Yes,47.0,Yes,Teacher,8.0,High,4.0,Cat_6,B
463692.0,Female,Yes,26.0,Yes,Teacher,6.0,High,7.0,Cat_2,A
464662.0,Female,Yes,50.0,Yes,Executive,1.0,High,3.0,Cat_4,B
467771.0,Female,Yes,59.0,Yes,Executive,0.0,Average,5.0,Cat_6,B
466579.0,Male,No,,No,Engineer,0.0,Low,5.0,Cat_1,C
462088.0,Male,Yes,26.0,Yes,Teacher,0.0,Average,2.0,Cat_6,C
465942.0,Female,Yes,33.0,Yes,Teacher,8.0,High,2.0,Cat_6,B
466143.0,Female,Yes,48.0,No,Executive,0.0,High,5.0,Cat_6,B
463060.0,Female,Yes,32.0,Yes,Engineer,12.0,High,2.0,Cat_6,A
465163.0,Male,Yes,46.0,Yes,Teacher,11.0,Average,5.0,Cat_6,B
460058.0,Male,Yes,46.0,Yes,Engineer,0.0,Low,1.0,Cat_4,C
459562.0,Male,Yes,59.0,No,Lawyer,1.0,Average,2.0,Cat_7,B
467248.0,Female,Yes,86.0,Yes,Artist,0.0,High,2.0,Cat_6,C
459496.0,Female,No,42.0,Yes,Athlete,1.0,Low,3.0,Cat_6,D
462860.0,Male,No,30.0,Yes,Engineer,8.0,Low,5.0,Cat_6,C
463101.0,Female,No,27.0,No,Doctor,8.0,Low,1.0,Cat_6,B
459028.0,Male,Yes,57.0,Yes,Lawyer,1.0,High,3.0,Cat_6,B
465043.0,Male,Yes,48.0,Yes,Artist,9.0,Average,5.0,Cat_6,B
460222.0,Female,Yes,72.0,Yes,Doctor,4.0,High,3.0,Cat_6,B
463421.0,Male,Yes,53.0,Yes,Teacher,0.0,High,2.0,Cat_4,C
460152.0,Female,No,53.0,Yes,Engineer,1.0,Low,1.0,Cat_6,C
466953.0,Male,Yes,42.0,Yes,Teacher,2.0,Average,2.0,Cat_6,C
461623.0,Female,Yes,41.0,Yes,Executive,11.0,Average,2.0,Cat_6,B
461414.0,Male,No,30.0,Yes,Lawyer,1.0,Low,5.0,Cat_3,C
465602.0,Male,Yes,33.0,Yes,Artist,13.0,Low,2.0,Cat_3,C
463885.0,Male,Yes,51.0,,Engineer,1.0,Low,1.0,Cat_4,C
466796.0,Male,Yes,56.0,Yes,Doctor,0.0,Average,,Cat_6,B
465092.0,Male,Yes,65.0,Yes,Executive,0.0,High,2.0,Cat_6,B
464450.0,Female,Yes,56.0,Yes,Entertainment,0.0,High,2.0,Cat_6,B
462337.0,Female,Yes,79.0,Yes,Doctor,1.0,High,2.0,Cat_4,B
462133.0,Female,Yes,46.0,Yes,Entertainment,9.0,High,3.0,Cat_2,B
465768.0,Female,No,37.0,Yes,Executive,7.0,Low,4.0,Cat_4,B
460799.0,Female,No,37.0,No,Teacher,1.0,Low,1.0,Cat_1,D
467427.0,Female,Yes,37.0,Yes,Teacher,8.0,High,2.0,Cat_6,B
461060.0,Male,Yes,59.0,Yes,Artist,1.0,High,5.0,Cat_6,B
459301.0,Female,No,33.0,Yes,Engineer,0.0,Low,3.0,Cat_6,D
465942.0,Female,Yes,33.0,Yes,Teacher,8.0,High,2.0,Cat_6,B
463056.0,Male,Yes,43.0,Yes,Entertainment,1.0,Average,2.0,Cat_4,C
462513.0,Male,No,26.0,Yes,Engineer,1.0,Low,4.0,Cat_4,D
467693.0,Male,Yes,61.0,Yes,Executive,7.0,High,5.0,Cat_6,A
467503.0,Female,,26.0,Yes,Executive,1.0,Low,4.0,Cat_6,D
467133.0,Female,Yes,72.0,Yes,Artist,1.0,High,3.0,Cat_6,C
463722.0,Male,Yes,55.0,Yes,Homemaker,9.0,High,2.0,Cat_6,C
459228.0,Female,Yes,52.0,Yes,Engineer,0.0,Average,4.0,Cat_6,B
464725.0,Male,Yes,45.0,No,Teacher,11.0,High,9.0,Cat_4,B
459875.0,Male,Yes,71.0,No,Homemaker,0.0,High,3.0,Cat_6,D
463692.0,Female,Yes,26.0,Yes,Engineer,6.0,High,7.0,Cat_2,A
459674.0,Female,No,32.0,Yes,Homemaker,0.0,Low,5.0,Cat_6,D
460767.0,Male,Yes,57.0,Yes,Engineer,8.0,Average,5.0,Cat_2,B
464941.0,Female,No,28.0,No,Teacher,1.0,High,,Cat_4,D
462376.0,Male,Yes,71.0,Yes,Homemaker,0.0,High,2.0,Cat_6,C
461454.0,Female,Yes,35.0,Yes,Doctor,7.0,High,4.0,Cat_7,A
464700.0,Male,No,25.0,No,Lawyer,2.0,Low,3.0,Cat_4,C
464916.0,Female,Yes,31.0,Yes,Artist,9.0,High,2.0,Cat_4,B
467054.0,Male,No,23.0,No,Doctor,1.0,Low,3.0,Cat_6,C
467157.0,Male,Yes,42.0,Yes,Entertainment,,High,6.0,Cat_7,B
465066.0,Male,Yes,47.0,Yes,Doctor,7.0,High,4.0,Cat_6,A
462309.0,Male,No,30.0,Yes,Homemaker,1.0,Low,1.0,Cat_6,C
459726.0,Male,Yes,79.0,No,Engineer,0.0,High,2.0,Cat_6,B
467653.0,Male,Yes,58.0,Yes,Engineer,2.0,High,2.0,Cat_6,B
464919.0,Male,Yes,39.0,Yes,Doctor,9.0,Low,1.0,Cat_4,B
466426.0,Female,No,25.0,Yes,Lawyer,1.0,Low,2.0,Cat_3,D
463109.0,Male,Yes,61.0,Yes,Homemaker,9.0,High,2.0,Cat_6,B
466915.0,Female,Yes,75.0,No,Teacher,2.0,High,2.0,Cat_2,B
461454.0,Female,Yes,35.0,Yes,Engineer,7.0,High,4.0,Cat_7,A
461959.0,Female,Yes,62.0,Yes,Homemaker,0.0,Low,2.0,Cat_6,D
459024.0,Male,Yes,50.0,Yes,Doctor,0.0,Average,5.0,Cat_6,B
465704.0,Male,,55.0,No,Engineer,1.0,Low,1.0,Cat_6,C
463542.0,Female,Yes,27.0,No,Lawyer,6.0,High,5.0,Cat_2,B
467859.0,Male,Yes,39.0,Yes,Lawyer,6.0,Average,2.0,Cat_3,B
461951.0,Male,No,21.0,No,Doctor,0.0,Low,4.0,Cat_6,D
459284.0,Female,Yes,70.0,Yes,Doctor,1.0,High,2.0,Cat_6,C
464081.0,Male,Yes,73.0,Yes,Executive,11.0,High,2.0,,A
460483.0,Female,Yes,,Yes,Engineer,0.0,High,1.0,Cat_3,B
465501.0,Male,Yes,40.0,Yes,Lawyer,13.0,High,1.0,Cat_4,B
460567.0,Male,No,39.0,Yes,Engineer,8.0,Low,4.0,Cat_3,B
458998.0,Male,Yes,37.0,No,Engineer,9.0,High,2.0,Cat_6,B
461608.0,Female,Yes,56.0,Yes,Teacher,1.0,High,4.0,Cat_1,C
462798.0,Male,Yes,65.0,Yes,Artist,7.0,High,2.0,Cat_6,B
467412.0,Male,Yes,35.0,Yes,Entertainment,6.0,Average,4.0,Cat_6,B
464815.0,Male,Yes,22.0,No,Doctor,2.0,High,9.0,Cat_4,B
460767.0,Male,Yes,57.0,Yes,Engineer,8.0,Average,5.0,Cat_2,B
466647.0,Female,Yes,41.0,Yes,Artist,7.0,High,2.0,Cat_6,B
461752.0,Male,Yes,67.0,Yes,Engineer,1.0,Average,3.0,Cat_6,B
461799.0,Male,Yes,43.0,Yes,Engineer,13.0,High,2.0,Cat_6,B
466595.0,Male,Yes,86.0,Yes,Engineer,1.0,High,2.0,Cat_6,B
466508.0,Female,Yes,40.0,Yes,Engineer,9.0,Average,5.0,Cat_6,B
463683.0,Female,Yes,39.0,Yes,Engineer,14.0,Average,2.0,Cat_6,B
466924.0,Female,No,22.0,No,Engineer,0.0,High,6.0,Cat_6,B
,Male,Yes,56.0,Yes,Artist,1.0,Low,4.0,Cat_3,C
466485.0,Male,Yes,37.0,Yes,Lawyer,9.0,High,2.0,Cat_3,A
465043.0,Male,Yes,48.0,Yes,Teacher,9.0,Average,5.0,Cat_6,B
465517.0,Female,Yes,68.0,Yes,Homemaker,1.0,Low,2.0,Cat_6,C
461752.0,Male,Yes,67.0,Yes,Engineer,1.0,Average,3.0,Cat_6,B
467787.0,Male,No,20.0,No,Doctor,8.0,Low,5.0,Cat_6,B
459709.0,Female,Yes,47.0,Yes,Doctor,7.0,Average,4.0,Cat_6,B
465043.0,Male,Yes,48.0,Yes,Teacher,9.0,Average,5.0,Cat_6,B
466656.0,Male,Yes,89.0,Yes,Entertainment,1.0,High,2.0,Cat_6,C
466772.0,Male,Yes,58.0,Yes,Executive,1.0,Average,4.0,Cat_6,B
466485.0,Male,Yes,37.0,Yes,Teacher,9.0,High,2.0,Cat_3,B
467051.0,Female,No,19.0,No,Engineer,0.0,Low,4.0,Cat_6,C
467563.0,Male,Yes,39.0,Yes,Homemaker,0.0,Average,2.0,Cat_2,D
459079.0,Male,Yes,84.0,Yes,Teacher,1.0,High,2.0,Cat_6,B
459597.0,Female,Yes,71.0,Yes,Doctor,1.0,High,2.0,Cat_6,B
467318.0,Male,Yes,41.0,Yes,Entertainment,1.0,Low,2.0,Cat_6,C
466332.0,Male,No,23.0,No,Executive,0.0,Low,3.0,Cat_2,C
460791.0,Female,No,27.0,Yes,Homemaker,9.0,Low,7.0,Cat_3,C
466993.0,Female,Yes,43.0,Yes,Entertainment,9.0,Average,2.0,Cat_6,B
467032.0,Female,No,25.0,Yes,Doctor,2.0,Low,2.0,Cat_6,C
464584.0,Female,No,27.0,Yes,Executive,9.0,Low,1.0,Cat_6,C
460288.0,Male,Yes,,Yes,Executive,1.0,Average,7.0,Cat_3,B
467159.0,Male,Yes,39.0,Yes,Teacher,8.0,High,2.0,Cat_6,B
460008.0,Male,No,25.0,No,Engineer,9.0,Low,4.0,Cat_6,C
459962.0,Male,Yes,59.0,Yes,Entertainment,8.0,Low,1.0,Cat_6,B
466648.0,Male,Yes,36.0,Yes,Doctor,6.0,High,2.0,Cat_6,A
462799.0,Male,No,26.0,No,Entertainment,1.0,Low,3.0,Cat_5,D
467736.0,Female,Yes,79.0,Yes,Homemaker,4.0,High,3.0,Cat_6,C
466226.0,Female,Yes,45.0,Yes,Artist,0.0,Average,5.0,Cat_6,C
464119.0,Male,Yes,36.0,Yes,Teacher,0.0,Average,2.0,Cat_6,D
465242.0,Male,No,22.0,No,Doctor,7.0,Low,4.0,Cat_3,B
467727.0,Male,Yes,45.0,Yes,Artist,7.0,High,4.0,Cat_3,B
464857.0,Male,No,18.0,No,Doctor,6.0,Low,4.0,Cat_4,B
459018.0,Male,Yes,85.0,No,Engineer,1.0,High,2.0,Cat_6,B
467287.0,Male,No,28.0,Yes,Executive,1.0,Low,3.0,Cat_4,D
462661.0,Female,Yes,62.0,Yes,Entertainment,2.0,High,3.0,Cat_6,B
463334.0,Female,No,33.0,Yes,Teacher,0.0,Low,6.0,Cat_4,C
465591.0,Male,Yes,65.0,No,Engineer,0.0,Average,2.0,Cat_4,B
463037.0,Male,Yes,57.0,Yes,Engineer,1.0,Average,4.0,Cat_6,B
464641.0,Female,Yes,65.0,Yes,Athlete,2.0,Low,6.0,Cat_1,C
467248.0,Female,Yes,86.0,Yes,Engineer,0.0,High,2.0,,B
462521.0,Female,No,32.0,No,Teacher,9.0,Low,1.0,Cat_6,D
,Male,Yes,37.0,No,Engineer,11.0,Average,2.0,Cat_6,C
465942.0,Female,Yes,33.0,Yes,Lawyer,8.0,High,2.0,Cat_6,A
467273.0,Female,Yes,81.0,Yes,Homemaker,7.0,High,2.0,Cat_6,B
459508.0,Male,No,23.0,No,Homemaker,1.0,Low,3.0,Cat_6,D
459032.0,Male,No,21.0,No,Homemaker,0.0,Low,3.0,Cat_6,C
462984.0,Female,Yes,69.0,Yes,Lawyer,1.0,High,2.0,Cat_6,C
467259.0,Male,Yes,70.0,Yes,Engineer,1.0,High,2.0,Cat_6,C
463376.0,Female,Yes,45.0,Yes,Athlete,7.0,High,2.0,Cat_6,B
464925.0,Male,Yes,60.0,No,Entertainment,6.0,Average,2.0,Cat_4,C
462065.0,Male,No,43.0,Yes,Entertainment,14.0,Low,1.0,Cat_6,C
465860.0,Female,Yes,31.0,Yes,Teacher,1.0,Low,3.0,Cat_6,D
461702.0,Female,Yes,53.0,Yes,Entertainment,8.0,High,4.0,Cat_6,A
466165.0,Female,No,49.0,Yes,Homemaker,0.0,Low,1.0,Cat_2,D
465267.0,Male,Yes,37.0,No,Artist,12.0,Average,5.0,Cat_4,C
467468.0,Female,No,27.0,No,Doctor,1.0,Low,5.0,Cat_7,D
467889.0,Male,Yes,61.0,Yes,Teacher,0.0,High,2.0,Cat_6,B
466009.0,Female,No,32.0,No,Engineer,10.0,Low,5.0,Cat_6,B
467660.0,Female,Yes,69.0,,Artist,9.0,High,2.0,Cat_6,B
466323.0,Male,No,28.0,No,Executive,4.0,Low,1.0,Cat_3,C
464726.0,Male,Yes,33.0,Yes,Doctor,11.0,High,9.0,Cat_4,A
459119.0,Male,Yes,61.0,Yes,Artist,9.0,High,3.0,Cat_6,B
463341.0,Female,Yes,48.0,No,Doctor,1.0,Average,6.0,Cat_3,B
460231.0,Male,Yes,59.0,Yes,Engineer,11.0,High,3.0,Cat_6,B
467033.0,Male,Yes,37.0,Yes,Homemaker,8.0,Average,2.0,Cat_2,D
463184.0,Female,Yes,60.0,Yes,Engineer,1.0,Average,2.0,Cat_6,B
466647.0,Female,Yes,41.0,Yes,Doctor,7.0,High,,Cat_6,A
464687.0,Male,Yes,36.0,Yes,Teacher,9.0,Average,5.0,Cat_4,C
465228.0,Male,Yes,62.0,Yes,Executive,0.0,High,2.0,Cat_6,B
467350.0,Female,No,30.0,Yes,Engineer,6.0,Low,1.0,Cat_6,B
467157.0,Male,Yes,42.0,Yes,Engineer,9.0,High,6.0,Cat_7,A
463109.0,Male,Yes,61.0,Yes,Executive,,High,2.0,Cat_6,B
466772.0,Male,Yes,58.0,Yes,Executive,1.0,Average,4.0,Cat_6,B
460312.0,Female,,36.0,Yes,Teacher,7.0,Low,5.0,Cat_6,B
465031.0,Female,,67.0,Yes,Lawyer,1.0,Average,2.0,Cat_6,B
466671.0,Female,Yes,33.0,No,Artist,2.0,Low,3.0,Cat_2,C
467450.0,Male,Yes,81.0,No,Engineer,9.0,High,2.0,Cat_6,A
467210.0,Male,Yes,28.0,Yes,Entertainment,13.0,Average,2.0,Cat_6,B
461267.0,Female,No,35.0,Yes,Executive,1.0,Low,1.0,Cat_4,C
466535.0,Male,No,26.0,Yes,Entertainment,8.0,Low,1.0,Cat_6,C
464037.0,Male,No,35.0,Yes,Lawyer,9.0,Low,1.0,Cat_6,B
465196.0,Female,No,33.0,Yes,Lawyer,3.0,High,2.0,Cat_4,B
464156.0,Male,Yes,62.0,Yes,Engineer,10.0,Low,1.0,Cat_6,B
460410.0,Female,No,39.0,Yes,Executive,3.0,Low,4.0,Cat_6,C
466508.0,Female,Yes,40.0,Yes,Engineer,9.0,Average,5.0,Cat_6,A
467810.0,Male,Yes,42.0,Yes,Athlete,0.0,Average,5.0,Cat_6,C
461436.0,Male,Yes,55.0,Yes,Artist,8.0,Average,2.0,Cat_2,B
459447.0,Male,Yes,53.0,Yes,Engineer,9.0,Low,1.0,Cat_6,B
464246.0,Female,Yes,,Yes,Engineer,0.0,Average,2.0,Cat_6,C
462975.0,Male,Yes,37.0,Yes,Doctor,8.0,Average,2.0,Cat_6,B
459340.0,Male,Yes,53.0,Yes,Teacher,1.0,Average,3.0,Cat_6,C
467207.0,Female,No,27.0,Yes,Engineer,8.0,Low,1.0,Cat_6,B
462531.0,Female,Yes,59.0,No,Teacher,1.0,High,2.0,Cat_6,B
465746.0,Female,No,41.0,Yes,Doctor,1.0,Low,1.0,Cat_6,C
462598.0,Male,Yes,38.0,No,Teacher,9.0,Average,5.0,Cat_4,B
463756.0,Male,Yes,68.0,No,Doctor,1.0,Average,2.0,Cat_6,B
465403.0,Male,No,27.0,No,Executive,9.0,Low,5.0,Cat_7,B
459692.0,Female,,71.0,Yes,Doctor,8.0,High,2.0,Cat_6,A
459692.0,Female,Yes,71.0,Yes,Teacher,8.0,High,2.0,Cat_6,A
465487.0,Male,No,25.0,Yes,Executive,1.0,Low,3.0,Cat_6,C
466504.0,Male,Yes,38.0,No,Doctor,9.0,High,5.0,Cat_6,B
459325.0,Male,Yes,26.0,No,Engineer,9.0,High,4.0,Cat_6,A
461683.0,Male,Yes,43.0,Yes,Homemaker,1.0,High,4.0,Cat_6,C
464436.0,Male,Yes,88.0,Yes,Artist,0.0,High,2.0,Cat_4,C
460316.0,Female,No,39.0,No,Engineer,4.0,Low,3.0,Cat_6,C
464454.0,Female,Yes,52.0,Yes,Homemaker,7.0,High,4.0,Cat_6,B
461611.0,Female,Yes,38.0,Yes,Doctor,5.0,Average,2.0,Cat_6,D
465163.0,Male,Yes,46.0,Yes,Teacher,11.0,Average,5.0,Cat_6,B
466098.0,Male,Yes,78.0,Yes,Teacher,1.0,High,2.0,Cat_6,B
467340.0,Female,Yes,77.0,Yes,Doctor,0.0,High,2.0,Cat_6,B
463045.0,Female,Yes,35.0,Yes,Entertainment,13.0,High,7.0,Cat_6,A
462530.0,Female,Yes,37.0,Yes,Teacher,1.0,High,2.0,Cat_6,D
464941.0,Female,No,28.0,No,Teacher,1.0,High,,Cat_4,C
462693.0,Female,No,35.0,Yes,Engineer,1.0,Low,1.0,Cat_6,C
465461.0,Male,Yes,72.0,No,Teacher,1.0,Average,3.0,Cat_6,D
464594.0,Male,Yes,46.0,Yes,Artist,1.0,Low,1.0,Cat_2,D
460736.0,Male,No,19.0,No,Artist,0.0,Low,3.0,Cat_6,D
463542.0,Female,Yes,27.0,No,Doctor,6.0,High,5.0,Cat_2,A
467693.0,Male,Yes,61.0,Yes,Engineer,7.0,High,5.0,Cat_6,A
463389.0,Female,Yes,50.0,Yes,Lawyer,0.0,Average,2.0,Cat_3,C
464665.0,Female,Yes,51.0,No,Executive,1.0,Average,5.0,Cat_4,B
466032.0,Male,Yes,28.0,No,Executive,1.0,Low,2.0,Cat_6,C
462018.0,Male,No,22.0,No,Executive,8.0,Low,5.0,Cat_2,B
463433.0,Female,Yes,50.0,Yes,Entertainment,0.0,Low,3.0,Cat_6,D
465206.0,Male,Yes,47.0,Yes,Entertainment,13.0,High,1.0,Cat_6,C
463463.0,Male,Yes,32.0,No,Executive,0.0,High,2.0,Cat_6,C
460180.0,Female,Yes,27.0,Yes,Engineer,11.0,Average,2.0,Cat_6,B
461065.0,Male,Yes,61.0,Yes,Teacher,1.0,Low,6.0,Cat_3,C
459836.0,Male,Yes,32.0,Yes,Teacher,8.0,High,5.0,Cat_7,A
467919.0,Female,Yes,47.0,Yes,Executive,7.0,Average,2.0,Cat_6,B
459172.0,Male,No,21.0,No,Athlete,3.0,Low,3.0,Cat_2,D
463108.0,Male,Yes,59.0,Yes,Engineer,7.0,High,2.0,Cat_6,A
467427.0,Female,Yes,37.0,Yes,Doctor,8.0,High,2.0,Cat_6,B
460999.0,Male,No,26.0,Yes,Artist,1.0,Low,3.0,Cat_3,D
466343.0,Male,No,30.0,Yes,Doctor,0.0,High,2.0,Cat_3,B
458988.0,Male,No,29.0,No,Engineer,2.0,Low,3.0,Cat_6,D
467693.0,Male,Yes,61.0,Yes,Teacher,7.0,High,5.0,Cat_6,A
464709.0,Male,Yes,40.0,No,Entertainment,8.0,High,5.0,Cat_4,A
466077.0,Male,Yes,35.0,Yes,Athlete,9.0,High,3.0,Cat_6,B
464717.0,Male,Yes,25.0,No,Engineer,4.0,High,8.0,Cat_4,B
460349.0,Male,Yes,35.0,Yes,Teacher,3.0,Average,2.0,Cat_6,C
467770.0,Female,Yes,48.0,Yes,Homemaker,9.0,High,4.0,Cat_3,B
464555.0,Male,Yes,31.0,Yes,Homemaker,13.0,High,4.0,Cat_4,B
460300.0,Female,Yes,,Yes,Lawyer,0.0,High,2.0,Cat_6,B
462515.0,Male,Yes,42.0,No,Engineer,5.0,Average,5.0,Cat_6,B
466447.0,Female,Yes,49.0,Yes,Engineer,0.0,Average,4.0,Cat_7,D
462133.0,Female,Yes,46.0,Yes,Homemaker,9.0,High,3.0,Cat_2,B
464999.0,Male,Yes,66.0,Yes,Teacher,1.0,High,2.0,Cat_6,B
466647.0,Female,Yes,41.0,Yes,Lawyer,7.0,High,2.0,Cat_6,B
465919.0,Female,No,50.0,Yes,Engineer,0.0,Low,1.0,Cat_6,D
466508.0,Female,Yes,40.0,Yes,Teacher,9.0,Average,5.0,Cat_6,C
467797.0,Male,Yes,58.0,Yes,Teacher,1.0,High,2.0,Cat_6,B
465043.0,Male,Yes,48.0,Yes,Artist,9.0,Average,5.0,Cat_6,B
459122.0,Female,Yes,51.0,Yes,Artist,6.0,Average,5.0,,C
465088.0,Male,Yes,48.0,Yes,Homemaker,9.0,High,4.0,Cat_6,B
465085.0,Male,Yes,83.0,Yes,Lawyer,1.0,High,2.0,Cat_6,B
464205.0,Male,Yes,82.0,No,Engineer,0.0,High,2.0,Cat_6,B
460350.0,Female,No,43.0,Yes,Lawyer,2.0,Low,1.0,Cat_4,D
462113.0,Female,Yes,60.0,Yes,Engineer,8.0,High,6.0,Cat_6,B
465392.0,Male,Yes,45.0,Yes,Athlete,8.0,High,5.0,Cat_6,A
464725.0,Male,Yes,45.0,No,Entertainment,11.0,High,9.0,Cat_4,A
464881.0,Male,Yes,59.0,Yes,Homemaker,0.0,Low,3.0,Cat_4,D
459030.0,Male,,46.0,No,Homemaker,6.0,High,6.0,Cat_6,B
463865.0,Male,Yes,46.0,Yes,Engineer,0.0,Average,5.0,Cat_6,B
459580.0,Female,No,51.0,Yes,Entertainment,6.0,Low,1.0,Cat_6,B
460836.0,Female,Yes,33.0,No,Executive,6.0,Average,2.0,Cat_6,B
467093.0,Female,Yes,53.0,Yes,Engineer,8.0,Average,2.0,Cat_6,A
464577.0,Female,Yes,28.0,Yes,Teacher,10.0,High,2.0,Cat_6,C
467246.0,Male,No,21.0,No,Doctor,9.0,Low,3.0,Cat_7,B
462254.0,Male,Yes,38.0,No,Teacher,1.0,Average,5.0,Cat_2,C
465591.0,Male,Yes,65.0,No,Engineer,0.0,Average,2.0,Cat_4,B
467135.0,Female,Yes,51.0,Yes,Engineer,1.0,Average,5.0,Cat_6,B
465942.0,Female,Yes,33.0,Yes,Artist,8.0,High,,Cat_6,B
463235.0,Female,No,21.0,No,Entertainment,1.0,Low,4.0,Cat_6,D
464858.0,Male,No,20.0,No,Homemaker,1.0,Low,3.0,Cat_4,D
465856.0,Male,Yes,41.0,Yes,Executive,11.0,High,2.0,Cat_6,B
462340.0,Male,Yes,62.0,No,Doctor,1.0,Average,6.0,Cat_6,B
460587.0,Female,No,38.0,Yes,Teacher,1.0,Low,1.0,Cat_3,D
461840.0,Male,Yes,47.0,Yes,Teacher,8.0,High,4.0,Cat_6,B
461492.0,Male,Yes,70.0,Yes,Teacher,8.0,Average,2.0,Cat_6,B
459786.0,Male,Yes,57.0,No,Athlete,1.0,High,3.0,Cat_6,B
462527.0,Male,Yes,43.0,No,Executive,4.0,Average,2.0,Cat_6,D
460024.0,Male,Yes,43.0,Yes,Doctor,8.0,Low,1.0,Cat_6,B
465884.0,Male,Yes,37.0,Yes,Engineer,6.0,High,3.0,Cat_6,A
459699.0,Female,,61.0,Yes,Executive,9.0,Average,3.0,Cat_6,B
465331.0,Female,Yes,56.0,Yes,Doctor,1.0,Low,2.0,Cat_6,D
466945.0,Male,Yes,61.0,Yes,Teacher,0.0,High,2.0,Cat_6,B
463377.0,Female,Yes,32.0,Yes,Engineer,4.0,High,2.0,Cat_3,B
466696.0,Female,Yes,48.0,Yes,Doctor,2.0,Average,4.0,Cat_6,C
465659.0,Female,No,55.0,Yes,Athlete,3.0,Low,3.0,Cat_3,D
464555.0,Male,Yes,31.0,Yes,Engineer,13.0,High,4.0,Cat_4,B
463043.0,Female,Yes,86.0,Yes,Lawyer,9.0,High,2.0,Cat_6,B
461985.0,Male,No,31.0,Yes,Athlete,1.0,Low,3.0,Cat_5,D
465627.0,Female,No,37.0,Yes,Artist,1.0,Low,1.0,Cat_6,D
460684.0,Male,Yes,62.0,No,Teacher,8.0,Low,2.0,Cat_3,B
462219.0,Male,Yes,59.0,No,Entertainment,0.0,Low,5.0,Cat_4,C
463043.0,Female,Yes,86.0,Yes,Artist,9.0,High,2.0,Cat_6,C
461061.0,Female,No,38.0,Yes,Homemaker,3.0,Low,1.0,Cat_2,C
467961.0,Male,Yes,45.0,Yes,Doctor,1.0,High,5.0,,B
459711.0,Male,Yes,37.0,No,Engineer,9.0,High,6.0,Cat_6,A
461025.0,Male,Yes,38.0,No,Engineer,1.0,High,4.0,Cat_6,B
461477.0,Female,No,31.0,Yes,Lawyer,0.0,Low,3.0,Cat_2,C
465626.0,Female,No,42.0,Yes,Homemaker,7.0,Low,3.0,Cat_6,C
464380.0,Male,Yes,49.0,Yes,Entertainment,6.0,Average,6.0,Cat_6,B
458998.0,Male,Yes,37.0,No,Engineer,9.0,High,2.0,Cat_6,B
464432.0,Male,No,31.0,No,Teacher,8.0,Low,2.0,Cat_3,D
459395.0,Male,,42.0,No,Doctor,8.0,Low,2.0,Cat_6,C
465255.0,Male,No,21.0,No,Artist,9.0,Low,5.0,Cat_6,C
462282.0,Male,No,29.0,No,Homemaker,1.0,Low,3.0,Cat_6,D
459339.0,Male,Yes,28.0,Yes,Executive,8.0,High,2.0,Cat_6,A
462623.0,Male,No,35.0,No,Executive,1.0,Low,1.0,Cat_4,C
462659.0,Male,Yes,25.0,Yes,Engineer,8.0,Average,2.0,Cat_6,B
